Nombre,Ultimo,Maximo,Minimo,Var,Porc_Var
TELUS,"21,02","21,44","20,94","-0,31","-1,45%"
TELUS International,"22,13","22,51","22,01","-0,18","-0,81%"
Tempur Sealy International,"38,28","39,14","38,22","-0,48","-1,24%"
Tenaris ADR,"35,81","38,00","35,78","-0,15","-0,42%"
Tencent Music Entertainment Group,"8,26","8,66","8,26","-0,23","-2,71%"
Tenet Healthcare,"53,42","55,11","53,20","+0,37","+0,70%"
Tennant,"66,92","68,59","66,85","-1,19","-1,75%"
Teradata,"32,88","33,72","32,85","-0,35","-1,05%"
Terex,"47,34","48,51","47,22","+0,34","+0,72%"
Ternium ADR,"36,13","36,87","36,07","+0,16","+0,44%"
Terran Orbital,"1,800","1,908","1,760","-0,050","-2,70%"
Terreno,"62,69","63,48","62,31","-0,03","-0,05%"
Tetra Technologies,"3,670","4,030","3,650","-0,270","-6,85%"
Teva ADR,"10,84","10,94","10,72","-0,18","-1,63%"
Texas Pacific Land Trust,"2.064,8","2.151,2","2.051,2","-43,8","-2,07%"
Textainer,"33,25","33,93","33,11","-0,11","-0,33%"
Textron,"68,33","70,13","68,25","-1,05","-1,51%"
TFI Intl,"106,47","110,77","105,80","+0,96","+0,91%"
The AES,"26,92","27,91","26,89","-0,68","-2,46%"
The Charles Schwab,"81,38","81,86","79,34","-2,11","-2,53%"
The Hanover Insurance,"131,38","134,21","131,11","-1,92","-1,44%"
The Travelers,"183,63","187,34","183,54","-1,37","-0,74%"
Thermo Fisher Scientific,"580,05","596,85","578,75","-7,81","-1,33%"
Thermon,"21,38","22,27","21,36","-0,76","-3,43%"
Thomson Reuters,"117,13","119,17","117,02","-1,12","-0,95%"
Thor Industries,"83,91","90,63","83,54","-6,37","-7,06%"
Tidewater,"40,51","43,16","40,07","-0,49","-1,20%"
Tillys,"8,26","8,56","8,21","-0,21","-2,48%"
TIM Participacoes,"11,24","11,65","11,23","-0,30","-2,60%"
Timken,"75,91","78,09","75,54","-1,30","-1,68%"
Timkensteel Corp,"18,85","19,39","18,59","+0,28","+1,51%"
Titan,"16,460","17,019","16,460","-0,250","-1,50%"
TJX,"79,81","81,99","79,67","-1,74","-2,13%"
Toast,"20,30","21,02","19,95","+0,13","+0,64%"
Toll Brothers,"56,30","57,64","56,13","+0,21","+0,37%"
Tootsie Roll Industries,"43,48","45,58","43,23","-1,94","-4,27%"
Topbuild Corp,"188,28","192,47","187,51","+2,17","+1,17%"
Toro,"112,98","115,26","112,76","-0,94","-0,83%"
Toronto Dominion Bank,"65,95","67,47","65,94","-1,23","-1,83%"
Torrid Holdings,"3,43","3,75","3,37","-0,23","-6,28%"
TotalEnergies SE ADR,"63,25","65,05","63,23","-0,66","-1,03%"
Townsquare Media LLC,"7,55","7,68","7,50","0,00","0,00%"
Toyota Motor ADR,"145,51","148,10","145,07","+0,74","+0,51%"
TPG RE Finance,"7,97","8,15","7,90","-0,03","-0,38%"
Traeger,"2,89","3,14","2,86","-0,19","-6,17%"
Trane Technologies,"173,79","180,49","173,29","-5,95","-3,31%"
TransAlta Corp,"9,370","9,680","9,360","-0,200","-2,09%"
Transcontinental,"45,07","46,25","44,66","-1,58","-3,39%"
Transdigm,"672,11","689,55","671,48","-8,24","-1,21%"
Transocean,"5,730","6,180","5,720","-0,340","-5,60%"
Transportadora Gas ADR,"10,790","11,890","10,790","-0,990","-8,40%"
TransUnion,"66,99","70,43","66,72","-2,18","-3,15%"
Travel + Leisure Co,"40,31","42,01","40,24","-0,63","-1,54%"
Tredegar,"11,59","11,92","11,42","-0,14","-1,19%"
Treehouse Foods,"47,98","50,06","47,46","-1,77","-3,56%"
Trex,"50,72","52,53","50,71","-0,06","-0,12%"
TRI Pointe Homes,"20,46","21,45","20,43","-0,42","-2,01%"
Tricon Capital Group Inc,"8,36","8,62","8,35","-0,18","-2,11%"
Trinet Grou,"73,64","74,09","73,23","+0,56","+0,77%"
Trinity Industries,"27,70","28,50","27,68","-0,14","-0,50%"
Trinseo SA,"25,97","27,04","25,95","-0,40","-1,52%"
Triple Flag Precious Metals,"13,52","13,72","13,44","+0,05","+0,37%"
Triton Int,"70,98","71,90","70,74","-0,37","-0,52%"
Triumph,"9,79","10,18","9,74","-0,17","-1,71%"
Tronox,"16,23","16,64","16,18","+0,06","+0,37%"
TrueBlue,"19,77","20,17","19,64","-0,02","-0,10%"
Truist Financial Corp,"45,74","47,03","45,60","-1,41","-2,99%"
Tsakos Energy,"17,930","18,795","17,880","-0,400","-2,18%"
Tupperware Brands,"4,34","4,72","4,32","-0,17","-3,77%"
Turkcell Iletisim Hizmetleri,"4,820","4,905","4,670","+0,120","+2,55%"
Turning Point Brands,"21,61","22,35","21,60","-0,48","-2,17%"
Tutor Perini,"8,47","8,79","8,31","+0,15","+1,80%"
Tuya,"2,24","2,36","2,19","+0,03","+1,36%"
Twilio,"53,61","56,56","53,20","-1,65","-2,99%"
Two Harbors,"17,590","17,810","17,490","+0,110","+0,63%"
Tyler Technologies,"305,13","323,77","304,57","-13,99","-4,38%"
Tyson Foods,"63,87","65,74","63,82","-1,49","-2,28%"
U.S. Bancorp,"45,81","47,29","45,76","-1,63","-3,44%"
Uber Tech,"28,96","30,09","28,89","-0,24","-0,82%"
Ubiquiti,"287,98","295,13","286,40","-2,90","-1,00%"
UBS Group,"21,30","21,71","21,29","+0,09","+0,42%"
UDR,"40,00","40,64","39,89","-0,47","-1,16%"
UGI,"39,16","40,15","38,93","-1,33","-3,28%"
Uipath,"13,90","15,16","13,89","-0,46","-3,20%"
Ultrapar Participacoes,"2,530","2,620","2,520","+0,010","+0,40%"
UMH Properties,"16,81","17,09","16,74","-0,21","-1,23%"
Under Armour A,"11,86","12,16","11,77","-0,05","-0,42%"
Under Armour C,"10,46","10,74","10,40","-0,04","-0,38%"
Unifi,"8,90","9,16","8,71","+0,07","+0,79%"
Unifirst,"191,09","197,71","190,82","-5,51","-2,80%"
Unilever ADR,"50,40","51,20","50,22","-0,69","-1,35%"
Union Pacific,"209,48","215,81","209,20","-4,83","-2,25%"
Unisys,"5,20","5,42","5,15","-0,10","-1,89%"
United Microelectronics,"7,580","7,768","7,570","-0,070","-0,92%"
United Natural Foods,"39,57","40,85","39,56","-1,13","-2,78%"
United Parcel Service,"176,72","180,55","176,46","-2,28","-1,27%"
United Rentals,"386,01","394,40","384,57","-2,86","-0,74%"
United States Cellular,"21,92","22,72","21,85","-0,67","-2,97%"
United States Steel,"27,84","28,83","27,83","-0,27","-0,96%"
UnitedHealth,"476,24","489,50","474,75","-8,84","-1,82%"
UNITIL,"51,38","53,35","51,03","-1,70","-3,20%"
Unity Software,"30,68","33,95","30,30","-1,70","-5,25%"
Univar Inc,"32,63","33,48","32,60","-0,37","-1,12%"
Universal,"53,53","54,40","53,07","-0,56","-1,04%"
Universal Health RI,"51,87","52,29","51,40","-0,26","-0,50%"
Universal Health Services,"145,65","147,78","145,53","-0,90","-0,61%"
Universal Insurance,"12,16","12,23","12,07","+0,12","+1,00%"
Universal Technical Institute,"7,000","7,145","6,985","-0,050","-0,71%"
Unum,"39,87","40,92","39,82","-1,25","-3,04%"
Uphealth,"2,830","3,140","2,780","-0,260","-8,41%"
Urban Edge Properties,"15,20","15,73","15,07","-0,42","-2,69%"
Urstadt Biddle,"17,04","17,40","17,04","-0,15","-0,87%"
Urstadt Biddle Properties,"18,51","18,75","18,42","-0,01","-0,05%"
US Foods,"36,18","37,08","36,16","-0,74","-2,00%"
US Physicalrapy,"90,70","92,49","89,68","-0,63","-0,69%"
US Silica,"11,70","12,74","11,65","-0,82","-6,55%"
US Xpress,"2,120","2,200","2,110","-0,010","-0,47%"
USANA Health Sciences,"55,62","56,54","54,67","+0,13","+0,23%"
Utz Brands,"16,34","16,91","16,25","-0,62","-3,63%"
UWM Holdings,"4,090","4,195","4,040","+0,070","+1,74%"
V2X Inc,"42,41","44,09","42,27","-1,20","-2,75%"
Vaalco Energy,"4,780","5,090","4,770","-0,060","-1,24%"
Vail Resorts,"246,88","254,02","245,89","-5,72","-2,26%"
Valaris,"72,03","76,14","70,19","-2,48","-3,33%"
Vale ADR,"18,05","18,48","18,03","+0,05","+0,28%"
Valens,"5,20","5,45","5,00","+0,21","+4,21%"
Valero Energy,"135,52","140,60","134,50","-2,09","-1,52%"
Valhi,"24,11","24,74","23,50","-0,29","-1,19%"
Valmont Industries,"330,10","339,76","329,40","-3,86","-1,16%"
Valvoline,"34,79","35,15","34,74","+0,10","+0,29%"
Vapotherm Inc,"1,56","1,82","1,40","-0,26","-14,29%"
Vector,"12,18","12,55","12,18","-0,31","-2,48%"
Veeva Systems A,"160,27","166,97","159,34","-3,36","-2,05%"
Velo3D,"2,130","2,230","2,079","+0,030","+1,43%"
Velocity Fin,"9,90","10,00","9,87","+0,03","+0,30%"
Venator Materials,"0,770","0,790","0,730","+0,040","+5,48%"
Ventas,"48,81","49,51","48,67","-0,28","-0,57%"
Veris Residential,"16,27","16,60","16,12","-0,36","-2,16%"
Veritiv Cor,"121,06","125,28","121,02","-2,58","-2,09%"
Verizon,"39,97","40,86","39,82","-0,88","-2,15%"
Vermilion Energy,"15,030","16,135","15,022","-0,480","-3,09%"
Vertical Aerospace,"2,520","2,900","2,510","-0,080","-3,08%"
Vertiv Holdings Co,"14,48","15,39","14,47","-0,48","-3,21%"
VF,"30,06","31,02","30,02","-0,55","-1,80%"
Via Optronics,"2,66","2,94","2,57","+0,05","+1,92%"
Viad,"26,03","26,50","25,96","-0,39","-1,48%"
Vicarious Surgical,"2,550","2,900","2,520","-0,250","-8,93%"
VICI Properties,"32,69","33,95","32,68","-0,94","-2,80%"
Victoria's Secret Co,"38,52","40,46","38,34","+0,06","+0,16%"
Vince,"7,65","7,68","7,36","+0,16","+2,14%"
Vipshop,"14,81","15,23","14,71","-0,09","-0,60%"
Virgin Galactic Holdings,"4,91","5,72","4,85","-0,68","-12,16%"
VirnetX,"1,490","1,550","1,490","-0,050","-3,25%"
Visa A,"219,46","224,99","219,44","-3,54","-1,59%"
Vishay Intertechnology,"22,33","22,97","22,29","-0,53","-2,32%"
Vishay Precision,"41,87","43,01","41,84","-0,92","-2,15%"
Vista Oil Gas,"15,520","17,060","15,300","-1,290","-7,67%"
Vista Outdoor Inc,"26,80","27,48","26,75","-0,39","-1,43%"
Vistra Energy,"21,50","22,23","21,48","-0,65","-2,93%"
Vitesse Energy,"15,56","15,93","14,26","+1,16","+8,06%"
Vivint Smart Home,"11,96","11,97","11,95","+0,01","+0,08%"
Vizio Holding,"8,35","8,72","8,32","-0,14","-1,65%"
VMware,"124,46","126,00","124,12","-0,52","-0,42%"
VOC Energy Trust,"12,670","13,700","12,590","-0,020","-0,16%"
Volta,"0,88","0,91","0,85","+0,16","+21,70%"
Vontier,"21,56","21,83","21,44","+0,04","+0,19%"
Vornado,"23,07","23,55","22,83","-0,23","-0,99%"
Voya Financial Inc,"66,78","69,47","66,72","-2,05","-2,98%"
VTEX,"4,39","4,70","4,37","-0,14","-3,09%"
Vulcan Materials,"180,36","184,20","180,10","-2,20","-1,21%"
W P Carey Inc,"82,33","84,21","82,22","-1,63","-1,94%"
W&T Offshore,"5,830","6,450","5,830","-0,390","-6,27%"
Wabash National,"24,66","25,66","24,66","-0,51","-2,03%"
Walker&Dunlop,"93,76","97,34","92,88","+0,80","+0,86%"
Wallbox NV,"4,580","4,758","4,525","+0,050","+1,10%"
Walmart,"140,84","144,25","140,48","-3,57","-2,47%"
Walt Disney,"99,04","101,13","98,72","-0,87","-0,87%"
Warby Parker,"16,23","17,02","16,07","-0,30","-1,81%"
Warrior Met Coal,"36,75","37,90","36,16","+0,42","+1,16%"
Waste Connections,"128,21","132,53","128,21","-3,44","-2,61%"
Waste Management,"150,90","155,15","150,56","-3,47","-2,25%"
Waterdrop,"3,000","3,020","2,870","+0,050","+1,69%"
Waters,"328,89","334,32","327,48","-3,36","-1,01%"
Watsco,"271,73","275,77","270,99","-1,61","-0,59%"
Watsco B Inc,"288,11","288,11","288,11","+0,00","+0,00%"
Watts Water Technologies,"154,55","158,98","154,24","-2,10","-1,34%"
Wayfair Inc,"41,04","44,94","41,02","-1,98","-4,60%"
Weave Communications,"5,14","5,45","5,09","-0,18","-3,38%"
Weber,"8,10","8,13","8,08","+0,01","+0,12%"
Webster Financial,"45,39","47,53","45,38","-2,29","-4,80%"
WEC Energy,"92,53","95,49","92,25","-2,51","-2,64%"
Weis Markets,"86,25","89,03","85,92","-2,21","-2,50%"
Wells Fargo&Co,"43,38","44,61","43,29","-0,74","-1,68%"
Welltower,"71,65","72,49","71,36","-0,06","-0,08%"
WESCO,"133,92","139,09","133,65","-2,39","-1,75%"
West Fraser Timber,"72,86","76,14","72,58","-0,20","-0,27%"
West Pharmaceutical Services,"254,51","258,73","252,86","+1,47","+0,58%"
Western Alliance,"63,14","65,66","63,02","-1,44","-2,23%"
Western Asset Mortgage,"10,340","10,360","10,043","+0,360","+3,61%"
Western Union,"13,89","14,18","13,87","-0,21","-1,49%"
Westinghouse Air Brake,"101,84","104,33","101,61","-1,39","-1,35%"
Westlake Chemical,"111,43","115,18","111,33","-0,82","-0,73%"
WestRock Co,"36,37","37,35","36,34","-0,73","-1,97%"
Westwood,"13,55","13,94","13,34","-0,07","-0,48%"
WeWork,"1,59","1,76","1,57","-0,09","-5,36%"
Wex,"174,95","179,38","174,81","-2,07","-1,17%"
Weyerhaeuser,"31,33","31,94","31,19","-0,38","-1,20%"
Wheaton Precious Metals,"44,00","44,79","43,94","-0,07","-0,16%"
Wheels Up Experience,"1,30","1,47","1,28","-0,15","-10,34%"
Whirlpool,"150,36","155,95","150,32","-4,54","-2,93%"
White Mountains Insurance,"1.429,93","1.475,00","1.429,90","-20,84","-1,44%"
Whitestone,"10,060","10,340","10,015","-0,160","-1,57%"
WideOpenWest,"10,75","11,18","10,54","-0,26","-2,36%"
Williams,"31,68","32,91","31,59","-1,10","-3,36%"
Williams-Sonoma,"124,40","129,85","123,62","-2,44","-1,92%"
Winnebago Industries,"55,66","60,17","54,90","-4,08","-6,83%"
Wipro ADR,"4,970","5,020","4,950","+0,080","+1,64%"
WisdomTree,"5,820","5,900","5,780","+0,030","+0,52%"
WNS Holdings,"83,41","85,33","83,41","-0,59","-0,70%"
Wolfspeed,"81,12","83,68","80,45","+0,20","+0,25%"
Wolverine,"13,58","14,15","13,49","-0,26","-1,88%"
Woodside Energy,"25,46","26,20","25,36","-0,79","-3,01%"
Woori Financial,"31,06","31,67","30,95","-0,38","-1,21%"
Workiva Inc,"87,13","89,96","86,94","-0,70","-0,80%"
World Fuel Services,"27,03","28,56","26,98","-0,79","-2,84%"
Worthington Industries,"52,41","54,74","52,39","-0,88","-1,65%"
WPP ADR,"56,28","57,13","56,07","-0,49","-0,86%"
WR Berkley,"71,00","71,85","70,92","-0,81","-1,13%"
WW Grainger,"570,67","577,39","567,83","-1,00","-0,17%"
WWE,"88,84","90,38","88,63","-0,82","-0,91%"
Wyndham Hotels,"72,64","74,46","72,61","-0,55","-0,75%"
X Financial A,"3,520","3,660","3,400","-0,150","-4,09%"
Xenia Hotels & Resorts Inc,"13,76","14,08","13,70","-0,15","-1,08%"
Xinyuan RE,"4,600","4,685","4,580","+0,090","+2,00%"
Xpeng,"9,11","9,61","9,06","-0,25","-2,67%"
Xperi,"9,62","10,10","9,40","-0,32","-3,22%"
XPO Logistics,"37,50","38,79","36,82","+0,49","+1,32%"
Xponential Fitness,"25,38","26,10","25,01","+0,33","+1,32%"
Xylem,"113,54","117,24","113,16","-2,46","-2,12%"
Yalla,"4,13","4,32","4,10","-0,18","-4,18%"
Yamana Gold,"5,930","6,130","5,930","-0,050","-0,84%"
Yatsen,"1,55","1,72","1,53","-0,16","-9,36%"
Yelp,"28,77","29,07","28,52","0,01","0,03%"
YETI,"41,83","44,22","40,44","-3,38","-7,48%"
Yext,"6,44","6,75","6,44","-0,22","-3,30%"
Yirendai Ltd,"2,690","2,970","2,650","-0,240","-8,19%"
Youdao,"7,69","7,96","7,58","-0,08","-1,03%"
YPF Sociedad Anonima,"11,210","13,110","11,190","-1,010","-8,27%"
Yum China Holdings,"56,76","58,60","56,66","-0,33","-0,58%"
Yum! Brands,"128,72","131,37","128,38","-1,61","-1,24%"
Zepp Health,"2,01","2,16","1,95","-0,09","-4,29%"
Zeta Global Holdings,"8,550","9,000","8,550","-0,100","-1,16%"
Zevia Pbc,"4,43","4,75","4,38","-0,26","-5,54%"
Zhihu,"1,59","1,70","1,56","-0,07","-4,22%"
ZIM Integrated Shipping Services,"18,06","18,60","17,95","+0,15","+0,84%"
Zimmer Biomet,"122,08","123,85","121,97","-0,93","-0,76%"
Ziprecruiter,"17,72","18,16","17,65","+0,10","+0,57%"
Zoetis Inc,"159,97","162,34","159,52","+0,40","+0,25%"
ZTO Express Cayman,"28,00","28,68","27,94","-0,63","-2,20%"
Zuora,"6,89","7,13","6,88","+0,04","+0,58%"
Zurn Water Solutions,"21,42","22,25","21,41","-0,68","-3,08%"
